2025-07-04 11:35:05.329177,0.2574,0
2025-07-04 11:35:05.751030,0.2179,1
2025-07-04 11:35:06.159765,0.2281,1
2025-07-04 11:35:06.489052,0.1997,1
2025-07-04 11:35:06.842456,0.1521,1
2025-07-04 11:35:07.209392,0.2101,1
2025-07-04 11:35:07.540625,0.1899,1
2025-07-04 11:35:07.867795,0.2234,1
2025-07-04 11:35:08.207213,0.2663,0
2025-07-04 11:35:08.527333,0.2651,0
2025-07-04 11:39:08.034273,0.3000,0
2025-07-04 11:39:08.283644,0.3000,0
2025-07-04 11:39:08.466907,0.3000,0
2025-07-04 11:39:08.633815,0.3000,0
2025-07-04 11:39:08.788757,0.3000,0
2025-07-04 11:39:08.949386,0.3000,0
2025-07-04 11:39:09.096336,0.3000,0
2025-07-04 11:39:09.274596,0.2299,1
2025-07-04 11:39:09.445606,0.2001,1
2025-07-04 11:39:09.613678,0.1724,1
2025-07-04 11:39:09.784542,0.1799,1
2025-07-04 11:39:09.968291,0.1186,1
2025-07-04 11:39:10.136988,0.2031,1
2025-07-04 11:39:10.329936,0.2817,0
2025-07-04 11:39:10.484520,0.1978,1
2025-07-04 11:39:10.634613,0.1625,1
2025-07-04 11:39:10.788149,0.1512,1
2025-07-04 11:39:10.954529,0.1536,1
2025-07-04 11:39:11.113719,0.1717,1
2025-07-04 11:39:11.263755,0.2636,0
2025-07-04 11:39:11.432745,0.2604,0
2025-07-04 11:39:11.583557,0.2329,1
2025-07-04 11:39:11.744484,0.2858,0
2025-07-04 11:39:11.904726,0.2365,1
2025-07-04 11:43:31.121930,0.1896,1
2025-07-04 11:43:31.343851,0.1224,1
2025-07-04 11:43:31.527212,0.1359,1
2025-07-04 11:43:31.678016,0.1482,1
2025-07-04 11:43:31.815308,0.1535,1
2025-07-04 11:43:31.958559,0.1439,1
2025-07-04 11:43:32.106518,0.1445,1
2025-07-04 11:43:32.251811,0.1474,1
2025-07-04 11:43:32.408954,0.1396,1
2025-07-04 11:43:32.563509,0.1959,1
2025-07-04 11:43:32.727822,0.2043,1
2025-07-04 11:43:32.903818,0.1889,1
2025-07-04 11:43:33.064293,0.2272,1
2025-07-04 11:43:33.216047,0.1809,1
2025-07-04 11:43:33.387204,0.2211,1
